Compounds,Type,Tax ID,Organism
-0.11541339229103253,-0.43372428429547677,-0.22456714589335813,1.6839149628952752
-0.06926691357009232,-0.7918828268131805,-0.24049978701432642,-1.7912856531414156
-0.11541339229103253,-2.2245169968839953,,2.510334621586927
-0.10211469525329761,0.6407513432576344,-0.19293216464002952,-0.38036832986229174
-0.06900093962933762,-2.2245169968839953,-0.19293216464002952,-0.38036832986229174
-0.11488144440952314,0.6407513432576344,0.6475669956248221,1.8516710901937943
-0.11248767894273086,0.6407513432576344,-0.18209754994870087,-0.307968317028194
0.23101766554196249,0.6407513432576344,-0.19293216464002952,-0.38036832986229174
-0.11461547046876844,0.6407513432576344,1.597244526829975,-1.6588466052741637
-0.11541339229103253,0.6407513432576344,-0.21268047441316135,0.9740416663268048
-0.11541339229103253,0.2825928007399307,-0.19293216464002952,-0.38036832986229174
-0.07631522300009183,-2.2245169968839953,-0.19293216464002952,-0.38036832986229174
-0.11501443137990049,-2.2245169968839953,,2.510334621586927
-0.11434949652801375,0.2825928007399307,-0.19293216464002952,-0.38036832986229174
-0.10756716103876893,-2.2245169968839953,-0.19293216464002952,-0.38036832986229174
-0.05184562045065956,0.6407513432576344,-0.19293216464002952,-0.38036832986229174
-0.11355157470574966,-0.7918828268131805,-0.23589376724216737,-0.3856658917769818
-0.07179366600726196,-0.07556574177777303,-0.19293216464002952,-0.38036832986229174
-0.11408352258725905,-0.7918828268131805,-0.2063786019067074,-1.8619198120039502
-0.11461547046876844,0.6407513432576344,-0.19293216464002952,-0.38036832986229174
-0.10809910892027833,0.6407513432576344,-0.19039885376534205,0.33480252862086873
-0.10996092650556122,-0.7918828268131805,-0.21673691228068778,-2.003188129729019
-0.11528040532065519,0.6407513432576344,-0.19039885376534205,0.33480252862086873
-0.11262066591310821,0.6407513432576344,-0.19026276681752824,1.3148514828385331
-0.10131677343103351,-2.2245169968839953,-0.19293216464002952,-0.38036832986229174
-0.11528040532065519,0.6407513432576344,-0.19293216464002952,-0.38036832986229174
-0.09932196887537327,-2.2245169968839953,,2.510334621586927
-0.08722015457103448,0.6407513432576344,-0.19293216464002952,-0.38036832986229174
-0.10650326527575013,0.6407513432576344,-0.19293216464002952,-0.38036832986229174
-0.11248767894273086,-0.7918828268131805,-0.2336430984898624,1.3713588099285605
-0.11514741835027784,0.6407513432576344,-0.19039885376534205,0.33480252862086873
-0.10304560404593906,0.6407513432576344,-0.19039885376534205,0.33480252862086873
-0.11528040532065519,0.2825928007399307,-0.19039885376534205,0.33480252862086873
-0.11434949652801375,1.17798915703419,-0.2218506410504598,1.6574271533218248
-0.11474845743914579,-0.7918828268131805,0.382249788521707,-0.7317732702034002
-0.11541339229103253,-0.7918828268131805,-0.1937853251205544,1.1259051078812536
