Activities
8.0
35.0
49.0
68.0
1.0
1.0
10.0
18.0
35.0
26.0
29.0
363.0
1.0
318.0
18.0
14.0
1.0
322.0
10.0
349.0
2.0
26.0
246.0
189.0
120.0
239.0
17.0
52.0
9.0
9511.0
141.0
176.0
1.0
56.0
439.0
11.0
51.0
55.0
164.0
53.0
149.0
113.0
610.0
5.0
4.0
109.0
36.0
1.0
1584.0
1817.0
47.0
421.0
701.0
5.0
3858.0
32.0
86.0
435.0
2.0
2.0
101.0
2736.0
2.0
3341.0
6.0
7.0
2.0
382.0
12.0
53.0
126.0
2.0
2.0
3.0
45.0
8.0
37.0
4.0
131.0
76.0
17.0
99.0
10.0
805.0
227.0
24.0
36.0
34.0
1.0
2007.0
11040.0
8.0
7637.0
11.0
139.0
4.0
58.0
132.0
446.0
961.0
74.0
5.0
4.0
23.0
32457.0
509.0
29483.0
3.0
1.0
48.0
11.0
52.0
2.0
78.0
5.0
3.0
7.0
5.0
5.0
32.0
1.0
106.0
55.0
43.0
276.0
14.0
514.0
16.0
356.0
10.0
6.0
66.0
283338.0
550.0
5.0
22.0
374.0
397.0
24.0
1406.0
1.0
833.0
136.0
6.0
2.0
136.0
1.0
555.0
10.0
21.0
4.0
2.0
1.0
673.0
93.0
1.0
13.0
213.0
1.0
5.0
13.0
258.0
102.0
120.0
8.0
410.0
6.0
29.0
67.0
9.0
1.0
127.0
72.0
281.0
1665.0
34.0
12.0
106.0
1726.0
53.0
433.0
23.0
34.0
1.0
1.0
2.0
2.0
4.0
3.0
1.0
1836.0
68.0
13.0
1.0
1.0
1.0
4.0
136.0
344.0
1.0
1075.0
525.0
9.0
1.0
710.0
68.0
14.0
32.0
23.0
107.0
24.0
239.0
2865.0
503.0
89.0
3.0
82.0
35.0
117.0
12.0
1.0
35.0
29.0
3.0
374.0
1.0
376.0
11.0
3578.0
2.0
229.0
3.0
15.0
1.0
18.0
114.0
17.0
791.0
726.0
5.0
7.0
5015.0
3.0
56.0
6.0
1.0
183.0
3.0
9.0
994.0
3280.0
68.0
1.0
11.0
99.0
2.0
289.0
1.0
1.0
6.0
1.0
24.0
708.0
71.0
4.0
241.0
7.0
9272.0
27.0
778.0
5.0
105.0
2.0
7.0
43.0
91.0
1.0
141.0
12.0
122.0
2.0
12.0
1.0
101.0
8.0
2.0
15.0
76.0
89.0
72.0
8.0
130.0
93.0
1.0
76.0
5.0
27.0
1.0
1.0
5.0
261.0
4.0
10.0
1.0
1.0
237.0
5.0
163.0
11.0
43.0
2.0
71.0
5.0
16.0
54.0
5.0
3553.0
1.0
3.0
60.0
11415.0
71.0
6.0
200.0
143.0
100.0
2.0
16.0
58.0
802.0
259.0
1005.0
25.0
602.0
464.0
6.0
10.0
4.0
49.0
11.0
8.0
5.0
45.0
222.0
141.0
11.0
903.0
2.0
5007.0
27.0
601.0
4.0
12.0
173.0
18.0
39.0
12.0
12.0
3.0
36.0
4.0
20.0
48.0
19.0
34.0
31.0
143.0
291.0
1.0
348.0
2.0
32.0
85.0
980.0
1.0
15.0
9.0
4.0
1112.0
5.0
2486.0
65.0
1.0
127.0
1.0
6480.0
10.0
408.0
34.0
1.0
89.0
1.0
1.0
1.0
10.0
73.0
333.0
12.0
43.0
543.0
39.0
4.0
6.0
184.0
43.0
80.0
11.0
3.0
1.0
1363.0
6.0
4.0
209.0
27.0
6276.0
13.0
16.0
37.0
36.0
15.0
1.0
164.0
56.0
32.0
1239.0
74.0
554.0
449.0
145.0
1.0
185.0
651.0
38.0
3.0
44.0
55.0
1.0
102.0
1.0
12.0
115.0
5.0
1020.0
8.0
49.0
15.0
276.0
5.0
11.0
1.0
4921.0
211.0
1.0
1.0
225.0
25.0
23.0
24.0
25.0
107.0
7.0
8.0
13.0
4.0
2.0
90.0
10.0
258.0
1952.0
1.0
14.0
2.0
1.0
1.0
744.0
37.0
1.0
6.0
11.0
18.0
15.0
96.0
38.0
98.0
11.0
11.0
1.0
2.0
1.0
323.0
199.0
18047.0
334.0
1.0
2.0
1.0
11.0
2480.0
337.0
17.0
19.0
1.0
4.0
48.0
11.0
1.0
48.0
39.0
296.0
729.0
1.0
40.0
2.0
9.0
11.0
32.0
25.0
27.0
116.0
2.0
3.0
14.0
5.0
3.0
1.0
1.0
37.0
7.0
1334.0
58.0
24.0
1097.0
40.0
7.0
1.0
2.0
1.0
6.0
3895.0
79.0
2.0
57.0
70.0
48.0
244.0
13.0
193.0
1.0
6.0
37.0
52.0
2.0
3.0
16022.0
2246.0
5.0
5.0
11.0
2.0
134.0
628.0
183.0
14.0
48835.0
64.0
2.0
375.0
66902.0
3.0
156.0
1.0
141.0
8.0
49.0
118.0
2.0
3.0
60.0
2.0
850.0
85.0
11.0
737.0
407.0
2.0
7583.0
3.0
1.0
54.0
22.0
1.0
40264.0
31415.0
3853.0
26.0
6.0
212.0
12.0
1.0
2.0
15.0
138.0
639.0
20.0
25.0
164.0
17.0
821.0
26.0
1.0
172.0
119.0
55.0
2.0
98.0
4.0
3.0
172.0
47.0
58.0
2326.0
20.0
19.0
3.0
201.0
2.0
1.0
10.0
610.0
5.0
1.0
584.0
5.0
48.0
121.0
258.0
23.0
15.0
1.0
124.0
3290.0
89.0
2.0
4.0
97.0
4.0
8.0
2.0
205.0
2.0
24.0
119.0
2172.0
2.0
2.0
46541.0
2.0
303.0
81.0
44179.0
282.0
305.0
1.0
173.0
10.0
582.0
38.0
20.0
1157.0
1.0
120.0
119.0
899.0
1.0
3.0
596.0
31.0
12.0
74.0
301.0
819.0
172.0
1.0
45.0
527.0
773.0
20.0
40.0
1.0
170.0
224.0
34.0
2.0
12.0
223.0
98.0
47965.0
306.0
42.0
105.0
2.0
213.0
116.0
303.0
2.0
35.0
17.0
1.0
511.0
22.0
57.0
119.0
38.0
5.0
2.0
4.0
59.0
52.0
196.0
4352.0
139.0
43.0
69.0
94.0
6.0
9.0
104.0
1.0
408.0
49.0
14.0
2.0
11.0
33.0
56.0
9.0
11.0
60.0
8.0
7065.0
2.0
23.0
50.0
340.0
8401.0
24.0
151.0
114.0
3.0
111.0
29669.0
12.0
19.0
2.0
1.0
2.0
1.0
112.0
762.0
186.0
400.0
11.0
23.0
784.0
57.0
2.0
4.0
146.0
82.0
2.0
4.0
7.0
3150.0
4963.0
401.0
24.0
16.0
6.0
4.0
14.0
2.0
10.0
11.0
11.0
153.0
372.0
17.0
4.0
581.0
8.0
9.0
74.0
12.0
1.0
5.0
1.0
16636.0
126.0
81.0
120.0
11346.0
67.0
222.0
287.0
1.0
49.0
2.0
2.0
26.0
8.0
176.0
32635.0
2.0
25.0
120.0
4.0
1.0
1.0
233.0
36.0
711.0
1588.0
1258.0
1.0
400.0
844.0
2.0
11.0
76.0
40.0
131.0
51.0
7.0
1.0
2.0
3.0
20.0
1.0
1.0
2213.0
38016.0
3.0
2.0
1.0
49.0
182.0
615.0
6.0
2.0
12972.0
780.0
1.0
40.0
137.0
50.0
2.0
17.0
100.0
2.0
4.0
1.0
1.0
9.0
26.0
7.0
84.0
8.0
562.0
2.0
304.0
58.0
1.0
24.0
749.0
454.0
3.0
22.0
80.0
651.0
1468.0
12.0
112.0
8.0
3.0
28.0
1599.0
1.0
36.0
16.0
2.0
24.0
1.0
4.0
147.0
10.0
50.0
130.0
65.0
18.0
21.0
96.0
329.0
26.0
1.0
5.0
9.0
3.0
783.0
2.0
11.0
2.0
16.0
96.0
137.0
18.0
373.0
113.0
27.0
86.0
333.0
43.0
34.0
4.0
268.0
138.0
10.0
129.0
4.0
184.0
3.0
2.0
37.0
750.0
3.0
10.0
50.0
20.0
1.0
2.0
52.0
13.0
49.0
1.0
2.0
7.0
428.0
9.0
6.0
46.0
10.0
6.0
474.0
6945.0
24.0
1.0
10.0
50.0
5.0
313.0
20.0
3390.0
242.0
4.0
1.0
74.0
37.0
8.0
239.0
1.0
1.0
2.0
570.0
144.0
130.0
278.0
1.0
165.0
655.0
120.0
2.0
34246.0
41.0
296.0
187.0
1491.0
440.0
4.0
244.0
141.0
11.0
2.0
1031.0
120.0
3.0
1.0
13.0
8.0
3.0
113.0
4.0
15.0
2.0
9.0
251.0
1.0
2.0
3.0
4.0
108.0
1.0
19.0
1181.0
26.0
282.0
342.0
1.0
2.0
18.0
11.0
2.0
49.0
948.0
38.0
81.0
3.0
1984.0
50.0
19.0
138.0
8.0
3.0
20.0
50.0
413.0
37.0
245.0
2.0
39.0
143.0
1165.0
24.0
7.0
241.0
1.0
434.0
1.0
1.0
28.0
39.0
6.0
10.0
62.0
5.0
12.0
38.0
249.0
11.0
76.0
34.0
3.0
3.0
6.0
2.0
5.0
1.0
7.0
10.0
11.0
5.0
3.0
3.0
3.0
1.0
2.0
19.0
10.0
115.0
24.0
6.0
125.0
8905.0
3.0
8.0
8.0
60.0
112.0
1.0
624.0
132.0
1.0
842.0
47.0
42.0
10.0
1.0
4.0
437.0
8.0
2.0
9.0
58.0
18.0
130.0
804.0
193.0
32.0
22.0
47179.0
83.0
1718.0
1.0
182.0
2.0
17754.0
4.0
6.0
100.0
129.0
19.0
94.0
80.0
3.0
749.0
26.0
2.0
749.0
4.0
46.0
114.0
2.0
361.0
1.0
13.0
58.0
49.0
4206.0
5.0
7.0
7.0
345.0
5.0
15.0
11.0
14422.0
136.0
4.0
341.0
1.0
127.0
1.0
9.0
169.0
153.0
4.0
68.0
69.0
1506.0
6.0
30.0
2972.0
17.0
61.0
6.0
4.0
6.0
49.0
373.0
83.0
931.0
4.0
435.0
95.0
2.0
4.0
6728.0
305.0
4.0
15559.0
4.0
94.0
15.0
46.0
53.0
1.0
94.0
188.0
225.0
7.0
306.0
17944.0
1.0
428.0
76.0
162.0
8.0
1.0
1944.0
1.0
72.0
349.0
4152.0
39.0
562.0
11.0
3.0
117.0
35.0
137.0
2.0
133.0
56.0
64.0
2.0
3.0
22.0
1.0
35.0
72.0
36.0
33.0
22.0
47.0
2.0
388.0
8.0
1.0
5.0
30.0
1.0
4.0
53.0
515.0
10.0
35.0
131.0
727.0
335.0
3.0
1154.0
9.0
20.0
5.0
138.0
383.0
88.0
2.0
24.0
86.0
3.0
108.0
78.0
8.0
33.0
4.0
1.0
27.0
156.0
60.0
3138.0
3.0
30.0
349.0
18.0
632.0
116.0
85.0
8.0
1.0
22.0
19.0
58.0
540.0
4.0
14.0
2.0
4.0
69951.0
2058.0
40.0
10.0
1.0
1226.0
16.0
14.0
4.0
9.0
186.0
202.0
2.0
70.0
12.0
5.0
2.0
2588.0
1.0
1.0
10.0
123.0
17.0
41.0
36.0
6.0
329.0
991.0
58.0
99.0
139.0
64.0
188.0
55.0
6.0
835.0
199.0
489.0
2766.0
42.0
24.0
83.0
28.0
201.0
1.0
104.0
23.0
162.0
1.0
19.0
40121.0
45.0
161.0
52.0
5.0
45.0
31.0
2.0
1.0
312.0
1.0
32.0
4.0
1.0
1.0
227.0
188.0
2.0
1.0
44.0
8.0
376.0
707.0
89.0
140.0
1.0
1.0
2.0
1.0
348.0
1.0
1.0
4.0
225.0
64.0
101.0
67.0
11.0
415.0
28.0
33.0
494.0
72.0
125.0
3.0
38.0
78.0
10.0
18.0
88.0
365.0
1.0
12.0
12.0
54600.0
77.0
65646.0
36.0
157.0
8.0
1.0
1.0
1.0
196.0
159.0
16.0
14.0
1.0
2161.0
3.0
389.0
3.0
54.0
503.0
131.0
56.0
37.0
106.0
178.0
7.0
1331.0
40.0
834.0
10.0
2.0
62.0
1.0
83.0
29.0
181.0
74.0
520.0
11.0
1.0
1.0
588.0
353.0
22.0
99.0
33327.0
107.0
328.0
29.0
69.0
11660.0
274.0
18.0
115.0
288.0
4793.0
211.0
307.0
36.0
243.0
90.0
14.0
146.0
27.0
89.0
87.0
85.0
18.0
52.0
130.0
116.0
378.0
295.0
6.0
13.0
52.0
120.0
5.0
2689.0
13.0
10.0
235.0
138.0
601.0
72.0
25.0
41.0
2.0
21830.0
69.0
5.0
1.0
19.0
1.0
24.0
30.0
1.0
4.0
386.0
1.0
47.0
43.0
2.0
6.0
14.0
1.0
7.0
9.0
1.0
152.0
55.0
2.0
2.0
2.0
3.0
1.0
64.0
2.0
44.0
1.0
140.0
288.0
11.0
284.0
30.0
80.0
27.0
29.0
19.0
21.0
394.0
183.0
11.0
173.0
9.0
25.0
22.0
35.0
635.0
2.0
71.0
63.0
2.0
477.0
66.0
264.0
13.0
42.0
16.0
44.0
1.0
31.0
1.0
10.0
225.0
1623.0
10.0
2.0
3.0
79.0
5.0
103.0
162.0
10.0
66.0
2.0
1.0
137.0
4.0
9.0
26.0
7.0
24.0
29.0
24.0
9.0
4.0
29.0
351.0
247.0
1.0
5471.0
1.0
618.0
37.0
115.0
5.0
7.0
286.0
1.0
2.0
5.0
20.0
469.0
20.0
2.0
183.0
1.0
66.0
122566.0
168.0
1.0
1.0
9.0
104.0
2.0
133.0
140.0
46.0
36.0
523.0
6.0
43.0
434.0
20.0
14.0
1356.0
9.0
139.0
6.0
29.0
62.0
37.0
4.0
55.0
19.0
10.0
3360.0
654.0
4.0
280.0
26.0
11.0
239.0
2.0
5.0
4.0
24.0
3.0
37.0
774.0
307.0
104.0
8.0
884.0
33.0
18.0
60.0
342.0
1.0
228.0
1.0
36.0
25.0
322.0
1731.0
21.0
35.0
8.0
19.0
187.0
1.0
24.0
4.0
1.0
126.0
3020.0
331.0
30.0
3.0
63.0
54.0
2.0
21.0
1.0
11.0
4.0
5702.0
96.0
167.0
6.0
342.0
329.0
34.0
8.0
102.0
7.0
205.0
53.0
193.0
45.0
31.0
3.0
4.0
126.0
86.0
2.0
11.0
2.0
147.0
45.0
79.0
4.0
5.0
22.0
929.0
118.0
902.0
22.0
1743.0
279.0
78.0
2.0
2517.0
103.0
2.0
1.0
232.0
52.0
3.0
193.0
2.0
6.0
177.0
23.0
2.0
162.0
37.0
4.0
2021.0
42.0
25.0
105.0
305.0
40.0
2.0
13.0
306.0
44305.0
1.0
30.0
6.0
16.0
91.0
1.0
365.0
388.0
169.0
20.0
28.0
134.0
90.0
21.0
6.0
420.0
8746.0
83.0
12.0
2.0
580.0
357.0
6.0
66.0
32.0
1.0
49.0
38.0
1382.0
3.0
4.0
111.0
4.0
1.0
38.0
79.0
106.0
119.0
265.0
6.0
66.0
14.0
59.0
2.0
211.0
2.0
307.0
1.0
178.0
3.0
147.0
303.0
1.0
2.0
2.0
5.0
9.0
34.0
9.0
33.0
15.0
199.0
155.0
9.0
182.0
11.0
217.0
139.0
111.0
7.0
2.0
1.0
6276.0
26.0
1651.0
3.0
6.0
80.0
1007.0
1.0
501.0
30.0
15.0
1.0
3.0
1.0
1693.0
28.0
7.0
67.0
43324.0
290.0
1396.0
17.0
2.0
2.0
2.0
37.0
146.0
1.0
145.0
117.0
258.0
164.0
2343.0
3.0
69.0
31.0
27.0
1.0
24.0
679.0
253.0
1.0
14.0
12373.0
5.0
6.0
10.0
927.0
335.0
5600.0
16.0
1824.0
11.0
2.0
215.0
35.0
592.0
2.0
20.0
67.0
266.0
7.0
67.0
1.0
89.0
2.0
37.0
289.0
38.0
2.0
2.0
1.0
1.0
1.0
2.0
2862.0
7.0
1.0
2.0
631.0
981.0
2.0
342.0
2.0
52755.0
35.0
115.0
63.0
1119.0
11.0
216.0
269.0
78.0
7.0
1.0
54.0
2.0
11.0
1.0
9.0
13.0
5.0
2.0
1.0
28.0
3789.0
96.0
3.0
948.0
648.0
25.0
106.0
164.0
6.0
78.0
85.0
23.0
116.0
30.0
110.0
52.0
7.0
2.0
8.0
4.0
1.0
3.0
179.0
3784.0
8.0
25.0
1234.0
5.0
22.0
3.0
4.0
5.0
10.0
31.0
62.0
1.0
924.0
2.0
1.0
50.0
80.0
3.0
25.0
40.0
8824.0
19.0
2.0
4.0
80.0
50.0
78.0
965.0
51.0
11.0
10.0
77.0
1.0
65.0
21.0
1.0
7937.0
1247.0
4.0
1.0
22.0
178.0
1619.0
15.0
7.0
35.0
158.0
15.0
22.0
2.0
30.0
101.0
56.0
161.0
2.0
2.0
32.0
317.0
1.0
9.0
24.0
1.0
210.0
1.0
17.0
7874.0
1053.0
1129.0
12.0
17.0
47.0
58.0
6.0
8.0
10.0
1134.0
4.0
4.0
11.0
5388.0
375.0
84.0
460.0
3.0
30.0
30.0
29.0
4.0
2.0
287.0
135.0
8.0
1.0
123.0
6.0
712.0
299.0
37.0
24.0
2.0
58.0
677.0
390.0
20.0
379.0
1.0
14.0
75.0
7.0
11.0
165.0
4.0
69.0
246.0
371.0
57.0
133.0
12.0
259.0
198.0
86.0
31.0
20.0
1.0
8.0
32.0
142.0
29.0
311.0
1558.0
3.0
367.0
6005.0
1873.0
255.0
4.0
1.0
52.0
537.0
9137.0
457.0
5.0
1.0
57.0
1.0
19.0
6.0
35.0
152.0
9.0
2.0
92.0
1.0
43.0
260.0
1809.0
20.0
55.0
24.0
23.0
2186.0
43.0
25.0
1.0
1987.0
6.0
2.0
96.0
109.0
275.0
82.0
496.0
645.0
14.0
1.0
1.0
1299.0
103.0
22.0
9.0
322.0
5.0
703.0
720.0
1322.0
216.0
278.0
1.0
58.0
44.0
418.0
9.0
86.0
741.0
9.0
216.0
817.0
13.0
2.0
70.0
28579.0
2.0
9.0
5.0
270.0
596.0
4.0
30.0
9.0
91.0
6.0
518.0
2.0
225.0
53.0
24.0
42.0
53.0
43.0
13.0
134.0
254.0
2.0
10.0
1.0
3744.0
11.0
283.0
987.0
25.0
95.0
98.0
148.0
14.0
128.0
264.0
107.0
11.0
8.0
3.0
8501.0
99.0
2001.0
12955.0
380.0
109.0
1.0
91.0
173.0
20.0
77.0
22.0
1.0
1477.0
45.0
33.0
159.0
395.0
5.0
1110.0
2.0
677.0
1.0
1.0
3.0
14.0
5729.0
10.0
2.0
2.0
1.0
52.0
217.0
9.0
2.0
2.0
242.0
2.0
18.0
809.0
7.0
106.0
170.0
25.0
17.0
10.0
183.0
3544.0
12.0
229.0
27.0
58.0
520.0
12.0
6.0
2.0
41.0
85.0
1.0
190.0
4.0
76.0
28.0
11.0
4670.0
49.0
1.0
40.0
15.0
8.0
17.0
30.0
118.0
14.0
302.0
87.0
1163.0
919.0
209.0
75.0
15.0
1.0
1.0
1.0
1561.0
361.0
95.0
149.0
11.0
5.0
8.0
1330.0
1056.0
938.0
1.0
301.0
892.0
144.0
884.0
328.0
2077.0
117.0
41.0
240.0
3317.0
2.0
1.0
40.0
4.0
1.0
1.0
10.0
48.0
96.0
25.0
20.0
718.0
1.0
1.0
23.0
219.0
30.0
82.0
22556.0
224.0
2.0
17.0
25.0
3.0
1.0
92.0
1089.0
24.0
187.0
275.0
97.0
139.0
55.0
127.0
9.0
18.0
16.0
5.0
95.0
1.0
30.0
10.0
29.0
11.0
155.0
1.0
94.0
132.0
5.0
1.0
159.0
48.0
140.0
2.0
6.0
6.0
399.0
14.0
4.0
5.0
7.0
226.0
9.0
270.0
76.0
259.0
72.0
1722.0
60.0
10.0
1.0
2.0
4403.0
1.0
119.0
10.0
114.0
3.0
399.0
2.0
13.0
1382.0
26.0
11.0
14.0
9.0
30.0
4.0
262.0
53.0
47.0
23.0
14.0
618.0
9.0
243.0
4.0
1.0
4.0
4.0
1.0
108.0
839.0
88.0
62.0
1066.0
190.0
2.0
43.0
112.0
7.0
5.0
2.0
5.0
78.0
2.0
4.0
1.0
6.0
271.0
3.0
2.0
40.0
1.0
346.0
164.0
105.0
9.0
29.0
747.0
14.0
46069.0
7.0
4386.0
1.0
156.0
127.0
4.0
1.0
27.0
8.0
1.0
2.0
2.0
2.0
19.0
736.0
1690.0
20705.0
95.0
1.0
43.0
97.0
4.0
47.0
1.0
1.0
9661.0
12.0
71.0
12.0
8.0
45.0
176.0
3.0
150.0
25.0
1.0
97.0
1.0
3.0
10.0
104.0
2.0
11.0
50.0
199.0
99.0
27.0
1.0
1.0
77.0
102.0
24.0
18.0
1.0
3.0
94.0
5.0
8.0
8.0
482.0
5.0
710.0
20.0
3.0
553.0
247.0
1.0
715.0
2.0
4.0
37.0
2.0
50.0
3.0
8.0
76.0
54.0
25.0
5.0
116.0
308.0
3.0
1034.0
28.0
16.0
3686.0
81.0
323.0
146.0
12425.0
53.0
1.0
16.0
231.0
2.0
122.0
82.0
2308.0
1590.0
102.0
109.0
62.0
133.0
2517.0
1.0
13.0
2.0
4.0
29.0
65.0
3.0
3.0
1.0
12.0
1.0
1.0
1183.0
126.0
1.0
4.0
107.0
4.0
9.0
5069.0
33.0
109.0
1023.0
28.0
2.0
9.0
7870.0
1.0
2.0
1007.0
10.0
174.0
1.0
4.0
1299.0
8.0
1.0
3.0
942.0
57.0
12.0
2.0
6.0
139.0
1.0
233.0
211.0
10124.0
1.0
315.0
103.0
65.0
109.0
133.0
57.0
170.0
58.0
676.0
52.0
19.0
10.0
93.0
68.0
20.0
21.0
14.0
53.0
265.0
274.0
3.0
2.0
15513.0
49.0
3.0
29.0
3.0
13.0
1.0
90.0
620.0
22.0
52.0
37.0
130.0
1000.0
31.0
453.0
2.0
657.0
3.0
249.0
56.0
7.0
1290.0
30.0
11.0
123.0
48062.0
40.0
2.0
6.0
357.0
405.0
47556.0
272.0
50.0
28.0
2.0
40.0
218.0
1.0
102.0
257.0
110.0
4.0
7.0
121.0
306.0
45.0
1687.0
2.0
161.0
1.0
909.0
33.0
2.0
10.0
1.0
44.0
897.0
199.0
82.0
129.0
2.0
1.0
15.0
2.0
175.0
70.0
98.0
4.0
312.0
15.0
52.0
12.0
80.0
364.0
49.0
3.0
267.0
405.0
12.0
24.0
5.0
42.0
12.0
19.0
5.0
2.0
7.0
2.0
138.0
56.0
42.0
46.0
1305.0
68.0
3.0
136.0
1.0
1.0
97.0
1.0
1.0
1197.0
5.0
292.0
49.0
4.0
192.0
77.0
116.0
4.0
1011.0
44.0
44.0
493.0
302.0
2.0
1.0
1243.0
4987.0
3.0
22.0
111.0
27.0
362.0
128.0
25.0
67.0
151.0
718.0
10.0
139.0
71.0
1581.0
99.0
6.0
1.0
1.0
1.0
2.0
90.0
2.0
31.0
2.0
31.0
1199.0
3.0
153.0
4962.0
22.0
279.0
28.0
8867.0
891.0
2.0
4197.0
329.0
16.0
130.0
113.0
70.0
4.0
117.0
6.0
2.0
4268.0
6951.0
1.0
6901.0
21.0
277.0
49.0
1.0
623.0
4.0
30.0
1239.0
24.0
47.0
113.0
14.0
5068.0
170.0
14.0
33.0
299.0
7.0
4212.0
7.0
126.0
23.0
322.0
12.0
5.0
15.0
13.0
3.0
821.0
2.0
53.0
438.0
8.0
4850.0
6.0
4.0
1168.0
8.0
23.0
3.0
9.0
120.0
6.0
7.0
4.0
40.0
64.0
23.0
724.0
123.0
2.0
1.0
185.0
4.0
1172.0
57.0
2183.0
144.0
66.0
103.0
46.0
2.0
1192.0
53.0
16.0
920.0
101.0
1.0
3.0
414.0
1.0
29.0
158.0
145.0
187.0
14.0
96.0
53.0
10.0
7.0
82.0
459.0
1421.0
26.0
9.0
4.0
128.0
36305.0
337.0
4.0
7.0
289.0
105.0
18.0
25.0
2.0
5.0
34.0
141.0
5.0
496.0
1.0
144.0
217.0
5.0
72.0
53.0
815.0
155.0
4.0
4.0
18.0
12.0
84.0
1.0
1968.0
78.0
8.0
2370.0
7.0
1.0
3174.0
1.0
14.0
6.0
6.0
9.0
